order_id,order_time,main_dish,order_price,restaurant_lat,restaurant_lng,customer_lat,customer_lng,delivery_neighborhood,weather,traffic_level,restaurant_busy_level,courier_name,courier_vehicle,customer_first_name,app_version,delivery_time_minutes
DT02308,2026-03-08 13:53:57,poke_bowl,51.00,-23.561684,-46.655981,-23.574158,-46.684199,Pinheiros,rain,medium,medium,Diego,motorcycle,Mariana,6.0.0,54
DT00838,2026-03-30 11:29:35,margherita_pizza,47.69,-23.561684,-46.655981,-23.497194,-46.625573,Santana,clear,low,low,Elisa,motorcycle,Yasmin,5.20.0,50
DT04801,2026-02-19 20:29:28,poke_bowl,46.04,-23.561684,-46.655981,-23.563265,-46.626968,Liberdade,storm,high,medium,Julia,motorcycle,Gabriela,5.21.2,63
DT04214,2026-03-16 19:56:18,margherita_pizza,36.14,-23.561684,-46.655981,-23.572033,-46.668658,Jardins,clear,high,medium,Igor,car,Felipe,5.21.2,60
DT02553,2026-05-24 23:25:10,smash_burger,27.96,-23.561684,-46.655981,-23.569548,-46.653989,Consolacao,clear,low,low,Igor,motorcycle,Lucas,5.21.2,24
DT00914,2026-05-15 11:36:06,carbonara_pasta,47.97,-23.561684,-46.655981,-23.533531,-46.678855,Perdizes,cloudy,low,medium,Julia,motorcycle,Felipe,5.19.1,43
DT00300,2026-01-03 20:26:37,poke_bowl,51.24,-23.561684,-46.655981,-23.538108,-46.678683,Perdizes,rain,medium,medium,Nina,motorcycle,Gabriela,5.22.0,57
DT03592,2026-05-08 17:37:11,mushroom_risotto,56.05,-23.561684,-46.655981,-23.555662,-46.669938,Jardins,clear,low,medium,Bruno,bike,Elisa,5.22.0,57
DT02846,2026-02-02 14:30:55,poke_bowl,49.65,-23.561684,-46.655981,-23.656417,-46.711353,Santo Amaro,clear,low,low,Marcos,car,Bruno,5.20.0,82
DT04479,2026-05-02 21:18:57,grilled_chicken,35.52,-23.561684,-46.655981,-23.578409,-46.690791,Itaim Bibi,cloudy,low,medium,Diego,motorcycle,Carla,5.21.2,50
DT03380,2026-02-16 22:35:34,smash_burger,27.07,-23.561684,-46.655981,-23.559427,-46.656090,Bela Vista,rain,medium,low,Felipe,bike,Mariana,5.22.0,37
DT01793,2026-05-09 12:42:02,pepperoni_pizza,53.24,-23.561684,-46.655981,-23.571366,-46.664845,Jardins,clear,low,low,Elisa,car,Lucas,5.21.2,34
DT02364,2026-02-11 23:42:31,carbonara_pasta,43.33,-23.561684,-46.655981,-23.544045,-46.649271,Consolacao,clear,low,low,Felipe,motorcycle,Paula,5.22.0,27
DT00575,2026-03-10 09:40:14,smash_burger,28.88,-23.561684,-46.655981,-23.651585,-46.728580,Santo Amaro,clear,low,low,Felipe,motorcycle,Igor,5.19.1,63
DT02695,2026-03-24 13:43:01,feijoada,48.07,-23.561684,-46.655981,-23.566414,-46.645815,Bela Vista,cloudy,medium,medium,Gabriel,motorcycle,Julia,5.22.0,54
DT00278,2026-01-02 21:28:01,caesar_salad,28.08,-23.561684,-46.655981,-23.564418,-46.686608,Jardins,cloudy,low,medium,Bruno,bike,Thiago,5.20.0,43
DT01501,2026-02-05 19:32:45,carbonara_pasta,43.69,-23.561684,-46.655981,-23.601476,-46.678142,Moema,clear,high,medium,Carla,car,Gabriela,5.18.0,67
DT00944,2026-05-07 20:38:03,pepperoni_pizza,51.40,-23.561684,-46.655981,-23.567973,-46.661224,Jardins,cloudy,medium,medium,Bruno,walking,Mariana,5.21.2,62
DT02151,2026-02-06 14:31:10,poke_bowl,54.34,-23.561684,-46.655981,-23.573200,-46.706168,Butanta,rain,medium,low,Ana,motorcycle,Bruno,6.0.0,50
DT02814,2026-01-30 18:04:51,caesar_salad,32.75,-23.561684,-46.655981,-23.577519,-46.692945,Pinheiros,clear,medium,low,Helena,motorcycle,Elisa,5.20.0,35
DT01082,2026-05-17 11:03:57,pepperoni_pizza,54.46,-23.561684,-46.655981,-23.567535,-46.654914,Bela Vista,cloudy,medium,low,Gabriel,motorcycle,Thiago,5.20.0,48
DT02748,2026-03-28 15:51:34,acai_bowl,23.42,-23.561684,-46.655981,-23.592170,-46.632565,Vila Mariana,cloudy,low,low,Elisa,car,Mariana,5.18.0,34
DT03921,2026-01-29 13:11:55,feijoada,38.48,-23.561684,-46.655981,-23.598828,-46.700674,Morumbi,rain,high,medium,Marcos,motorcycle,Rafael,5.19.1,80
DT02786,2026-03-07 22:47:11,smash_burger,30.01,-23.561684,-46.655981,-23.563342,-46.712428,Butanta,clear,low,medium,Elisa,motorcycle,Gabriela,5.19.1,44
DT00103,2026-06-02 18:32:23,vegan_wrap,28.09,-23.561684,-46.655981,-23.605172,-46.663115,Moema,clear,medium,medium,Marcos,motorcycle,Natalia,5.18.0,44
DT04370,2026-05-13 12:05:49,mushroom_risotto,57.57,-23.561684,-46.655981,-23.546517,-46.654015,Consolacao,cloudy,medium,medium,Julia,motorcycle,Felipe,5.21.2,50
DT00595,2026-05-03 19:37:04,ramen,42.07,-23.561684,-46.655981,-23.530746,-46.713860,Lapa,clear,medium,medium,Diego,motorcycle,Otavio,5.18.0,69
DT03296,2026-04-20 11:47:59,vegan_wrap,30.33,-23.561684,-46.655981,-23.543091,-46.581198,Tatuape,clear,low,low,Gabriel,bike,Bruno,6.0.0,65
DT00192,2026-02-19 13:27:09,pepperoni_pizza,45.52,-23.561684,-46.655981,-23.515525,-46.701361,Lapa,clear,medium,medium,Julia,car,Yasmin,5.19.1,72
DT00504,2026-02-10 21:32:57,pepperoni_pizza,49.50,-23.561684,-46.655981,-23.547375,-46.652772,Consolacao,storm,high,medium,Helena,motorcycle,Paula,6.0.0,66
DT04193,2026-01-26 14:40:13,caesar_salad,29.40,-23.561684,-46.655981,-23.598545,-46.713917,Morumbi,storm,medium,low,Gabriel,motorcycle,Felipe,5.22.0,55
DT02994,2026-02-07 11:35:27,acai_bowl,24.81,-23.561684,-46.655981,-23.486784,-46.623790,Santana,cloudy,medium,low,Nina,motorcycle,Elisa,5.22.0,48
DT02473,2026-03-16 21:06:00,poke_bowl,54.68,-23.561684,-46.655981,-23.604094,-46.697016,Brooklin,clear,low,medium,Carla,bike,Mariana,6.0.0,71
DT04657,2026-01-25 18:23:47,ramen,41.86,-23.561684,-46.655981,-23.577053,-46.691139,Itaim Bibi,clear,low,medium,Diego,motorcycle,Helena,5.18.0,51
DT04992,2026-02-04 19:33:21,smash_burger,25.49,-23.561684,-46.655981,-23.565936,-46.658583,Bela Vista,clear,medium,medium,Marcos,motorcycle,Igor,5.18.0,39
DT02054,2026-04-04 16:15:22,ramen,47.02,-23.561684,-46.655981,-23.594109,-46.640410,Vila Mariana,clear,low,low,Felipe,car,Felipe,5.18.0,49
DT04914,2026-02-20 12:19:42,classic_burger,34.31,-23.561684,-46.655981,-23.560930,-46.646330,Bela Vista,cloudy,medium,medium,Bruno,bike,Thiago,5.20.0,48
DT04426,2026-01-13 23:52:41,ramen,40.53,-23.561684,-46.655981,-23.562983,-46.646744,Consolacao,cloudy,low,low,Helena,motorcycle,Mariana,5.21.2,34
DT04683,2026-05-14 14:14:44,bbq_ribs,66.67,-23.561684,-46.655981,-23.583524,-46.634333,Vila Mariana,clear,low,low,Elisa,motorcycle,Yasmin,5.19.1,41
DT01540,2026-06-12 18:27:50,mushroom_risotto,54.75,-23.561684,-46.655981,-23.545823,-46.662790,Consolacao,clear,medium,medium,Helena,motorcycle,Gabriela,6.0.0,50
DT00702,2026-05-18 21:33:24,caesar_salad,23.26,-23.561684,-46.655981,-23.563991,-46.703777,Pinheiros,cloudy,low,medium,Bruno,motorcycle,Diego,6.0.0,44
DT01632,2026-02-07 20:59:17,steak_plate,61.16,-23.561684,-46.655981,-23.560157,-46.676312,Jardins,cloudy,medium,high,Gabriel,car,Mariana,5.19.1,71
DT02624,2026-04-01 19:38:16,bbq_ribs,72.68,-23.561684,-46.655981,-23.573683,-46.658891,Jardins,clear,high,high,Diego,bike,Elisa,5.21.2,77
DT02666,2026-06-13 19:42:32,mushroom_risotto,52.49,-23.561684,-46.655981,-23.553824,-46.644352,Liberdade,cloudy,medium,high,Carla,motorcycle,Paula,6.0.0,62
DT02668,2026-03-07 18:52:51,carbonara_pasta,45.14,-23.561684,-46.655981,-23.570648,-46.626855,Vila Mariana,rain,low,medium,Gabriel,motorcycle,Otavio,6.0.0,52
DT03223,2026-04-06 21:50:02,classic_burger,34.66,-23.561684,-46.655981,-23.585113,-46.670493,Itaim Bibi,clear,medium,medium,Helena,bike,Otavio,5.18.0,52
DT01917,2026-02-22 21:46:44,margherita_pizza,45.81,-23.561684,-46.655981,-23.533260,-46.566509,Tatuape,clear,medium,medium,Felipe,motorcycle,Julia,5.22.0,75
DT03430,2026-03-22 14:58:19,vegan_wrap,24.12,-23.561684,-46.655981,-23.585767,-46.646789,Vila Mariana,cloudy,low,low,Felipe,motorcycle,Gabriela,5.18.0,24
DT04358,2026-03-04 12:48:16,grilled_chicken,32.12,-23.561684,-46.655981,-23.568072,-46.658740,Bela Vista,cloudy,medium,medium,Carla,bike,Otavio,6.0.0,36
DT01307,2026-04-05 21:21:24,margherita_pizza,46.98,-23.561684,-46.655981,-23.558254,-46.648034,Bela Vista,clear,low,medium,Ana,bike,Thiago,5.18.0,34
DT01119,2026-01-06 19:13:13,pepperoni_pizza,54.16,-23.561684,-46.655981,-23.656047,-46.710008,Santo Amaro,storm,high,low,Felipe,car,Otavio,5.18.0,95
DT03900,2026-02-15 14:56:20,sushi_combo,62.80,-23.561684,-46.655981,-23.601760,-46.651105,Moema,cloudy,low,medium,Gabriel,motorcycle,Bruno,5.18.0,55
DT04195,2026-02-20 19:07:31,grilled_chicken,37.05,-23.561684,-46.655981,-23.588023,-46.679506,Itaim Bibi,cloudy,medium,medium,Julia,motorcycle,Thiago,5.20.0,44
DT02911,2026-02-07 21:31:13,poke_bowl,44.95,-23.561684,-46.655981,-23.585896,-46.682838,Itaim Bibi,cloudy,medium,medium,Ana,car,Bruno,5.22.0,59
DT00999,2026-06-05 21:32:04,poke_bowl,50.43,-23.561684,-46.655981,-23.541498,-46.568833,Tatuape,clear,low,medium,Nina,motorcycle,Julia,5.21.2,61
DT00736,2026-05-26 13:08:05,vegan_wrap,28.47,-23.561684,-46.655981,-23.536207,-46.668804,Perdizes,clear,medium,medium,Helena,bike,Julia,5.19.1,54
DT03943,2026-02-16 22:51:43,classic_burger,30.17,-23.561684,-46.655981,-23.540243,-46.680756,Perdizes,cloudy,low,low,Bruno,car,Lucas,5.21.2,45
DT04171,2026-03-14 10:56:55,smash_burger,26.63,-23.561684,-46.655981,-23.583057,-46.635673,Vila Mariana,clear,low,low,Julia,motorcycle,Yasmin,5.22.0,31
DT02100,2026-02-08 13:39:36,bbq_ribs,60.71,-23.561684,-46.655981,-23.611254,-46.661775,Moema,clear,low,high,Igor,car,Bruno,5.19.1,86
DT03416,2026-05-27 21:02:47,margherita_pizza,46.86,-23.561684,-46.655981,-23.556300,-46.657496,Consolacao,clear,medium,medium,Helena,walking,Sofia,5.19.1,49
DT04926,2026-06-06 18:02:52,classic_burger,29.55,-23.561684,-46.655981,-23.506866,-46.616069,Santana,clear,medium,medium,Diego,motorcycle,Lucas,5.19.1,70
DT03107,2026-05-14 15:11:13,classic_burger,35.55,-23.561684,-46.655981,-23.609594,-46.726630,Morumbi,cloudy,low,low,Elisa,bike,Elisa,5.20.0,73
DT00411,2026-05-06 21:04:09,acai_bowl,22.12,-23.561684,-46.655981,-23.586451,-46.668739,Itaim Bibi,rain,low,low,Igor,bike,Diego,5.18.0,51
DT01999,2026-04-21 21:10:21,mushroom_risotto,53.99,-23.561684,-46.655981,-23.590335,-46.676816,Itaim Bibi,clear,low,medium,Nina,motorcycle,Carla,5.20.0,53
DT01707,2026-01-04 14:24:14,carbonara_pasta,41.93,-23.561684,-46.655981,-23.557045,-46.651199,Bela Vista,clear,low,low,Helena,motorcycle,Otavio,5.19.1,28
DT02400,2026-04-20 23:40:39,smash_burger,27.42,-23.561684,-46.655981,-23.582415,-46.635701,Vila Mariana,cloudy,low,low,Gabriel,motorcycle,Bruno,5.18.0,34
DT00953,2026-01-15 14:09:07,poke_bowl,49.98,-23.561684,-46.655981,-23.531872,-46.711376,Lapa,rain,medium,low,Igor,motorcycle,Thiago,5.21.2,58
DT03632,2026-01-22 12:44:15,carbonara_pasta,46.01,-23.561684,-46.655981,-23.487175,-46.630143,Santana,cloudy,medium,medium,Igor,bike,Gabriela,5.19.1,95
DT04965,2026-05-02 13:50:25,ramen,45.47,-23.561684,-46.655981,-23.568070,-46.687372,Pinheiros,rain,low,medium,Felipe,motorcycle,Thiago,6.0.0,56
DT04194,2026-03-08 19:39:30,pepperoni_pizza,51.01,-23.561684,-46.655981,-23.557454,-46.635117,Liberdade,cloudy,medium,medium,Julia,bike,Gabriela,5.22.0,54
DT03164,2026-01-10 11:13:09,steak_plate,59.35,-23.561684,-46.655981,-23.586763,-46.676147,Itaim Bibi,rain,medium,medium,Ana,motorcycle,Julia,5.22.0,57
DT03801,2026-01-11 10:34:37,smash_burger,26.58,-23.561684,-46.655981,-23.558627,-46.640907,Consolacao,rain,low,low,Marcos,motorcycle,Paula,5.21.2,28
DT03435,2026-01-16 20:52:20,sushi_combo,77.16,-23.561684,-46.655981,-23.598811,-46.675947,Moema,clear,medium,medium,Carla,motorcycle,Vanessa,5.18.0,58
DT02627,2026-01-31 22:39:48,poke_bowl,46.29,-23.561684,-46.655981,-23.617274,-46.680377,Brooklin,clear,low,medium,Elisa,motorcycle,Paula,5.21.2,43
DT00015,2026-02-14 18:13:55,smash_burger,26.21,-23.561684,-46.655981,-23.531647,-46.669337,Perdizes,clear,low,medium,Diego,motorcycle,Julia,5.22.0,41
DT00098,2026-03-07 11:28:44,carbonara_pasta,42.18,-23.561684,-46.655981,-23.565030,-46.672132,Jardins,clear,low,low,Igor,motorcycle,Paula,5.22.0,33
DT04791,2026-05-19 16:45:08,steak_plate,58.10,-23.561684,-46.655981,-23.590106,-46.625812,Vila Mariana,clear,low,low,Bruno,motorcycle,Ana,5.18.0,52
DT04583,2026-01-27 16:29:29,grilled_chicken,35.92,-23.561684,-46.655981,-23.653521,-46.716944,Santo Amaro,clear,low,low,Ana,bike,Felipe,5.18.0,95
DT03390,2026-04-08 18:29:06,grilled_chicken,39.20,-23.561684,-46.655981,-23.542732,-46.577767,Tatuape,cloudy,medium,low,Nina,bike,Lucas,5.20.0,83
DT02439,2026-05-04 10:39:31,caesar_salad,34.27,-23.561684,-46.655981,-23.558166,-46.640952,Liberdade,cloudy,low,low,Bruno,bike,Felipe,5.21.2,30
DT00856,2026-05-07 18:49:45,feijoada,36.91,-23.561684,-46.655981,-23.581426,-46.636566,Vila Mariana,clear,medium,low,Ana,bike,Julia,5.22.0,50
DT00531,2026-01-29 21:26:14,acai_bowl,27.48,-23.561684,-46.655981,-23.553976,-46.693180,Pinheiros,cloudy,low,medium,Felipe,motorcycle,Ana,6.0.0,46
DT01794,2026-03-03 20:56:46,classic_burger,34.32,-23.561684,-46.655981,-23.553224,-46.649463,Consolacao,rain,high,low,Igor,car,Yasmin,5.21.2,54
DT04962,2026-01-27 20:24:23,feijoada,40.11,-23.561684,-46.655981,-23.558545,-46.656762,Bela Vista,clear,medium,high,Felipe,bike,Carla,5.19.1,56
DT04085,2026-02-26 23:54:12,grilled_chicken,39.75,-23.561684,-46.655981,-23.576316,-46.685592,Itaim Bibi,cloudy,low,low,Ana,motorcycle,Ana,5.21.2,36
DT01265,2026-05-04 18:28:52,ramen,41.87,-23.561684,-46.655981,-23.565069,-46.694439,Pinheiros,cloudy,medium,low,Felipe,motorcycle,Rafael,5.20.0,55
DT00168,2026-06-08 17:14:45,margherita_pizza,40.36,-23.561684,-46.655981,-23.581981,-46.685127,Itaim Bibi,cloudy,low,low,Helena,car,Ana,5.22.0,42
DT02431,2026-01-28 19:11:50,smash_burger,29.22,-23.561684,-46.655981,-23.565172,-46.653203,Bela Vista,cloudy,medium,medium,Julia,walking,Elisa,5.18.0,47
DT00441,2026-04-14 14:38:42,classic_burger,35.56,-23.561684,-46.655981,-23.569214,-46.683066,Pinheiros,clear,low,low,Elisa,motorcycle,Carla,5.20.0,32
DT01805,2026-05-09 11:42:35,margherita_pizza,52.73,-23.561684,-46.655981,-23.595112,-46.630528,Vila Mariana,cloudy,low,medium,Bruno,motorcycle,Elisa,5.19.1,52
DT00857,2026-05-06 19:49:03,smash_burger,24.57,-23.561684,-46.655981,-23.547787,-46.617687,Liberdade,clear,medium,medium,Marcos,motorcycle,Mariana,5.21.2,53
DT04192,2026-04-29 19:35:47,poke_bowl,50.57,-23.561684,-46.655981,-23.624790,-46.686002,Brooklin,cloudy,medium,medium,Helena,motorcycle,Igor,5.22.0,66
DT00499,2026-03-07 13:36:22,grilled_chicken,36.86,-23.561684,-46.655981,-23.579761,-46.671737,Itaim Bibi,cloudy,low,medium,Bruno,motorcycle,Natalia,5.20.0,46
DT04238,2026-05-28 10:52:23,classic_burger,33.59,-23.561684,-46.655981,-23.566934,-46.674940,Jardins,rain,low,low,Nina,motorcycle,Otavio,6.0.0,41
DT00220,2026-05-19 12:20:19,smash_burger,26.90,-23.561684,-46.655981,-23.572357,-46.707129,Pinheiros,clear,high,low,Nina,car,Julia,5.20.0,64
DT01903,2026-05-19 14:08:19,vegan_wrap,29.50,-23.561684,-46.655981,-23.531882,-46.573602,Tatuape,clear,low,low,Ana,motorcycle,Paula,5.21.2,44
DT02921,2026-05-31 15:50:27,ramen,41.62,-23.561684,-46.655981,-23.528925,-46.660836,Perdizes,cloudy,low,low,Elisa,motorcycle,Diego,5.19.1,41
DT03606,2026-01-06 18:15:30,mushroom_risotto,54.49,-23.561684,-46.655981,-23.555797,-46.657236,Jardins,clear,medium,medium,Marcos,car,Natalia,5.22.0,56
DT02782,2026-01-08 22:38:33,steak_plate,70.17,-23.561684,-46.655981,-23.558102,-46.663551,Jardins,clear,low,low,Elisa,motorcycle,Paula,6.0.0,39
DT01747,2026-01-11 19:28:22,smash_burger,27.74,-23.561684,-46.655981,-23.578732,-46.710290,Butanta,cloudy,low,medium,Julia,motorcycle,Felipe,6.0.0,45
DT03693,2026-04-30 17:41:33,classic_burger,34.72,-23.561684,-46.655981,-23.555501,-46.654636,Bela Vista,cloudy,low,low,Helena,bike,Thiago,5.18.0,31
DT02049,2026-02-14 08:34:52,bbq_ribs,73.34,-23.561684,-46.655981,-23.559196,-46.649530,Consolacao,clear,low,low,Bruno,walking,Igor,5.19.1,49
DT01916,2026-06-09 11:15:48,smash_burger,28.40,-23.561684,-46.655981,-23.551258,-46.662668,Consolacao,clear,low,low,Ana,motorcycle,Julia,5.19.1,21
DT00728,2026-02-07 23:09:32,smash_burger,26.20,-23.561684,-46.655981,-23.553391,-46.647790,Liberdade,rain,low,low,Ana,motorcycle,Sofia,5.18.0,22
DT00581,2026-03-20 18:01:02,classic_burger,32.42,-23.561684,-46.655981,-23.572379,-46.646474,Bela Vista,clear,medium,medium,Carla,motorcycle,Felipe,5.20.0,36
DT02119,2026-01-29 16:15:35,mushroom_risotto,55.52,-23.561684,-46.655981,-23.577100,-46.688032,Itaim Bibi,rain,low,low,Gabriel,bike,Rafael,5.18.0,68
DT02063,2026-04-29 12:22:26,margherita_pizza,43.44,-23.561684,-46.655981,-23.550906,-46.651270,Consolacao,clear,medium,medium,Elisa,bike,Natalia,5.22.0,49
DT00921,2026-03-19 14:18:20,mushroom_risotto,46.59,-23.561684,-46.655981,-23.590970,-46.704520,Morumbi,rain,low,low,Ana,car,Otavio,5.21.2,63
DT00488,2026-06-04 11:24:54,poke_bowl,54.08,-23.561684,-46.655981,-23.577536,-46.679435,Itaim Bibi,rain,low,low,Diego,motorcycle,Lucas,6.0.0,33
DT02307,2026-04-27 21:38:11,carbonara_pasta,45.69,-23.561684,-46.655981,-23.556999,-46.655983,Jardins,clear,low,medium,Helena,bike,Yasmin,6.0.0,39
DT00141,2026-04-06 11:35:25,grilled_chicken,43.11,-23.561684,-46.655981,-23.607644,-46.722383,Morumbi,clear,low,low,Felipe,motorcycle,Igor,5.18.0,50
DT04215,2026-05-31 20:41:09,bbq_ribs,68.43,-23.561684,-46.655981,-23.556172,-46.653496,Bela Vista,rain,medium,high,Elisa,motorcycle,Gabriela,5.19.1,61
DT03160,2026-01-14 12:30:11,vegan_wrap,31.36,-23.561684,-46.655981,-23.600652,-46.671567,Moema,clear,medium,medium,Igor,bike,Thiago,5.20.0,60
DT02763,2026-04-17 11:38:56,margherita_pizza,43.08,-23.561684,-46.655981,-23.602271,-46.678758,Moema,clear,low,low,Felipe,motorcycle,Helena,5.18.0,37
DT00789,2026-02-09 14:56:26,carbonara_pasta,39.09,-23.561684,-46.655981,-23.551193,-46.658568,Bela Vista,cloudy,low,low,Bruno,bike,Mariana,5.18.0,40
DT03192,2026-01-26 22:42:20,poke_bowl,46.09,-23.561684,-46.655981,-23.579884,-46.680348,Itaim Bibi,rain,medium,low,Nina,car,Lucas,5.20.0,51
DT00538,2026-06-04 20:13:50,grilled_chicken,36.05,-23.561684,-46.655981,-23.531280,-46.699789,Lapa,cloudy,medium,low,Marcos,motorcycle,Rafael,6.0.0,58
DT01883,2026-01-01 22:34:40,poke_bowl,41.38,-23.561684,-46.655981,-23.564464,-46.653641,Bela Vista,clear,low,low,Helena,bike,Natalia,6.0.0,21
DT04147,2026-04-07 22:59:01,margherita_pizza,52.51,-23.561684,-46.655981,-23.540661,-46.677341,Perdizes,clear,low,low,Gabriel,motorcycle,Helena,5.19.1,40
DT01563,2026-02-02 18:11:54,carbonara_pasta,46.23,-23.561684,-46.655981,-23.506908,-46.633950,Santana,clear,medium,medium,Nina,car,Sofia,5.21.2,68
DT02881,2026-05-17 10:44:53,carbonara_pasta,47.37,-23.561684,-46.655981,-23.531070,-46.681360,Perdizes,clear,low,low,Nina,motorcycle,Elisa,5.21.2,44
DT04865,2026-02-21 19:22:34,pepperoni_pizza,49.56,-23.561684,-46.655981,-23.575018,-46.677203,Jardins,rain,medium,high,Marcos,motorcycle,Ana,5.21.2,64
DT00762,2026-05-08 18:18:26,vegan_wrap,30.88,-23.561684,-46.655981,-23.556288,-46.635670,Liberdade,clear,high,low,Ana,motorcycle,Igor,5.18.0,38
DT00942,2026-01-11 19:58:51,poke_bowl,51.17,-23.561684,-46.655981,-23.572497,-46.679262,Jardins,clear,medium,medium,Julia,car,Helena,5.22.0,52
DT01442,2026-03-20 18:48:56,smash_burger,25.48,-23.561684,-46.655981,-23.564257,-46.670932,Jardins,clear,high,low,Nina,bike,Rafael,5.21.2,40
DT04584,2026-03-11 17:31:11,smash_burger,25.04,-23.561684,-46.655981,-23.566299,-46.685887,Pinheiros,cloudy,low,low,Carla,motorcycle,Bruno,5.21.2,33
DT03752,2026-05-08 12:15:42,carbonara_pasta,48.63,-23.561684,-46.655981,-23.559165,-46.639930,Bela Vista,clear,medium,low,Helena,motorcycle,Elisa,5.22.0,38
DT04679,2026-01-31 21:49:15,caesar_salad,29.80,-23.561684,-46.655981,-23.539015,-46.559487,Tatuape,cloudy,medium,medium,Igor,motorcycle,Ana,5.22.0,66
DT03758,2026-05-13 19:00:28,poke_bowl,51.07,-23.561684,-46.655981,-23.541251,-46.585553,Tatuape,clear,medium,medium,Marcos,bike,Paula,5.19.1,80
DT03268,2026-02-28 19:52:36,poke_bowl,49.84,-23.561684,-46.655981,-23.592528,-46.635421,Vila Mariana,cloudy,low,medium,Nina,motorcycle,Ana,5.22.0,45
DT04675,2026-04-23 14:48:42,smash_burger,28.13,-23.561684,-46.655981,-23.559023,-46.639154,Liberdade,clear,low,low,Nina,bike,Mariana,5.19.1,29
DT03100,2026-03-12 09:25:45,sushi_combo,71.01,-23.561684,-46.655981,-23.564832,-46.621276,Liberdade,rain,high,low,Diego,motorcycle,Gabriela,5.18.0,66
DT03539,2026-01-03 21:26:27,sushi_combo,69.83,-23.561684,-46.655981,-23.591558,-46.629623,Vila Mariana,cloudy,medium,high,Ana,motorcycle,Gabriela,5.19.1,66
DT02937,2026-01-09 14:45:46,carbonara_pasta,43.66,-23.561684,-46.655981,-23.555865,-46.647558,Consolacao,clear,low,low,Igor,bike,Igor,5.19.1,33
DT02422,2026-03-31 19:54:35,classic_burger,38.59,-23.561684,-46.655981,-23.554434,-46.654496,Jardins,rain,high,medium,Julia,motorcycle,Rafael,5.20.0,46
DT04381,2026-04-20 19:09:01,carbonara_pasta,47.58,-23.561684,-46.655981,-23.545819,-46.649191,Bela Vista,clear,medium,low,Diego,bike,Lucas,5.21.2,54
DT04952,2026-01-11 22:16:30,poke_bowl,49.49,-23.561684,-46.655981,-23.543633,-46.670601,Perdizes,rain,low,medium,Elisa,car,Rafael,5.21.2,44
DT03525,2026-03-22 18:25:13,bbq_ribs,73.78,-23.561684,-46.655981,-23.561502,-46.646469,Liberdade,storm,high,medium,Nina,bike,Rafael,5.20.0,65
DT03797,2026-05-12 22:22:42,caesar_salad,36.53,-23.561684,-46.655981,-23.572415,-46.682128,Pinheiros,cloudy,low,low,Bruno,motorcycle,Carla,5.22.0,28
DT03605,2026-01-13 18:48:50,classic_burger,30.93,-23.561684,-46.655981,-23.565217,-46.657907,Consolacao,rain,high,low,Diego,motorcycle,Lucas,5.21.2,47
DT02861,2026-03-02 21:02:00,pepperoni_pizza,40.44,-23.561684,-46.655981,-23.570047,-46.686155,Pinheiros,clear,low,medium,Nina,bike,Diego,5.21.2,55
DT04151,2026-06-06 21:04:14,pepperoni_pizza,49.16,-23.561684,-46.655981,-23.576929,-46.645661,Liberdade,cloudy,medium,medium,Helena,motorcycle,Sofia,5.20.0,48
